epoch,loss,psnr,val_loss,val_psnr
0,7283.292876091944,11.572672962613451,4740.683090521365,12.930730051808544
1,2567.0275257155076,15.300488376528865,2847.1194259841723,14.835057021514382
2,2019.4631894459703,16.21867966191858,2524.5171598246898,15.657236431879104
3,1692.2155613082934,16.90668902674175,1800.77933084633,16.7011146757731
4,1407.9736616957139,17.648787098641417,1272.8218068988072,17.73284369983567
5,1186.2759428700356,18.391524850713274,1039.6055277468765,18.614041022334337
6,1020.2966352302757,19.120783736469352,1030.419906361426,18.578902632053353
7,868.3636189304187,19.904113190103494,795.0282062820689,20.421567386068087
8,760.5172915601863,20.547360606317046,616.3108203442066,21.42443275097792
9,690.082201797002,21.005579423023665,700.9218813413149,21.196753641669957
10,637.4385762492664,21.374430992497267,497.3460923232041,22.095399761023018
11,568.5483363482891,21.91407277500183,448.70026987956936,22.692513457034647
12,537.8508998928713,22.20001490991215,441.3338167831053,22.653523659219548
13,502.23490092201064,22.536430064449245,375.40120214345507,23.510361340581156
14,473.8147706514098,22.803284273589437,373.89317466155495,23.37974181378706
15,448.0589618692702,23.070011532352186,346.1563023724671,24.113434719021996
16,423.9095987397295,23.33086060380409,328.45727975027904,24.090965794720766
17,414.51135782634077,23.438216808422617,321.9893168093765,24.23474678435883
18,387.2859575419022,23.773441750645798,270.0094264778887,25.15726623818251
19,373.66486669848814,23.95379033362751,353.33712479798385,23.86030812166175
20,364.16879168856735,24.068391347248824,260.0393423671404,25.36776219228203
21,359.2624405122937,24.121002904033652,300.9975272835075,24.434600522212946
22,343.3056551160095,24.353406755366496,305.8916366945171,24.79109018145333
23,332.20832418950147,24.525916694819824,227.69011064009234,25.956438956322607
24,321.8149421998141,24.688486383839813,245.40738747336647,25.43801350496253
25,317.1073103131137,24.752051429524165,226.73767276686064,25.85351245080385
26,308.18574481885776,24.900778715633383,220.14369881086756,26.086118156702046
27,305.93393229641123,24.928386118842308,214.42582776241267,26.142702293749863
28,290.7575346675405,25.208924823249657,214.95182426608338,25.982847334060246
29,287.3656084239575,25.259198135739695,211.4642901871775,26.06782562524799
30,289.8646308191174,25.193930170383755,204.75818802474382,26.3743889867043
31,276.58426720502393,25.463735571390778,204.6354241309228,26.309564307359686
32,273.7230022061586,25.537597031948085,178.0269707447965,27.139468913175623
33,264.6914575687196,25.691644307420837,251.48070652100063,25.756328458909863
34,263.94704938193195,25.69949219974986,178.12991417936138,27.099705414780882
35,262.70855150467816,25.740813862784165,172.53188571682225,27.280524078680543
36,251.3150310081393,25.98994007057455,203.79074895005942,26.465933851054515
37,252.05795519227226,25.950352719442453,166.80970486727628,27.41537427813755
38,247.02575480164222,26.067798472794077,160.67697420987216,27.682363690604525
39,247.11831295338962,26.048087498829492,202.55214449116383,26.405604880904445
40,240.20918122928168,26.238228878312135,162.69062943892047,27.668001787118435
41,239.22484997450266,26.251614663810287,163.09322938936762,27.318036353654456
42,232.2167673194609,26.41970894868351,153.75549443798738,27.69573870218309
43,232.47098411754513,26.395622419727907,149.64553060160054,28.06243610205146
44,230.62660371116928,26.442046180916403,172.54355704850744,26.97550426122209
45,226.42903049977963,26.54680552554935,173.61021947064515,26.923365265628625
46,221.77814051827193,26.676508853216806,141.0242295698686,28.18438399037094
47,224.4529615541371,26.60185534404707,145.1013006942834,28.116765777786057
48,221.85871302898227,26.662999866498584,158.79653160647248,27.508857574887532
49,218.15523237055785,26.765137222009773,175.33805348921794,27.03417750767299
50,218.29122734916135,26.740157047374467,158.17235722302948,27.457567342358306
51,214.06914812103167,26.86035113993499,133.7158793376859,28.59417229548014
52,212.090791328516,26.921759140625568,140.24176549115296,28.005239837023677
53,207.97247145820754,27.052046993595322,132.54707594041702,28.528663900654923
54,208.1828568564543,27.027112253850586,135.36165756197278,28.24316069013776
55,206.6904466735506,27.067041274871684,128.79753678981803,28.77166882162855
56,208.26398332214197,27.013129026770972,127.99257480147155,28.69434286977453
57,203.4884877561625,27.163156702279576,128.65750906241846,28.729336683736882
58,200.639735584694,27.25281202981327,122.23751138888838,29.173809210754282
59,202.114737862097,27.19792103336859,138.34491381530196,28.144873698699893
60,199.53390313041135,27.269267153757152,134.34627099824527,28.379440279307747
61,201.62303551947562,27.205256654682106,117.26513449645883,29.377075340398388
62,196.66200166914243,27.357642310259326,129.5951511191968,28.46820663211518
63,193.84355870696515,27.461765287928927,119.64092263131505,29.027165301434405
64,194.51053409106024,27.42766450711318,113.20186569695127,29.576865852653206
65,190.21629051654875,27.588130883419677,113.13731697096674,29.591667447771346
66,196.06287227446,27.3562963407188,116.03882530934293,29.225456634125152
67,190.75185497970037,27.553324663089214,116.49203762981577,29.155443616169947
68,191.85994341232967,27.525286709237623,143.2888402991923,27.95767291180499
69,189.01001433176765,27.592533922456216,112.61996506671517,29.552223478044784
70,186.86975346432297,27.681725933337503,113.05531771063583,29.514350668176426
71,186.05431426350097,27.692576484062172,172.03903094912727,27.001035315207513
72,188.08068118805414,27.63355399472169,129.26897438912755,28.459124927839234
73,183.9586159565687,27.762719710856544,112.13248259592145,29.38740703745543
74,184.12701245021455,27.768839763003278,111.6191692175361,29.264486235015248
75,187.6760188012088,27.76973030921685,106.1475444928171,29.713688239980495
76,183.28277572932572,27.785524370254297,114.895558415627,29.249199253287518
77,184.62201489527374,27.7444874691946,135.3232063335921,28.250325569195297
78,181.35630148058152,27.866256703435912,134.02258408357127,28.270744960692905
79,179.70714010841496,27.919921110761557,101.67125202242651,30.050345111202883
80,180.56372847501467,27.87268263950964,120.83638586493724,28.704570080221032
81,179.8621155263814,27.885907277174255,106.11017076425075,29.71463123456003
82,177.45497234951858,28.003988293545518,112.19876385973646,29.331571274652994
83,177.158872256989,28.000916680097948,105.67798280450542,29.69649585235539
84,182.10423649610865,27.787055063685596,107.22079321979813,29.4832408388382
85,174.21918829143533,28.141068841069984,97.59313143869942,30.421537328518387
86,176.29745189275872,28.002461304397432,110.72571413680662,29.285796308782857
87,175.28741521523372,28.06096907944247,97.8164025131537,30.283237382963105
88,174.53895079955487,28.087557705572276,116.06886822305938,28.936099036505137
89,174.76628663091884,28.095763870245555,96.3575361319066,30.39110654714156
90,173.2497717747439,28.159537972243697,172.39532615081276,27.382033109222583
