epoch,loss,psnr,val_loss,val_psnr
0,6331.177326715582,11.294386070193225,3729.6935467581466,13.977416304237822
1,3018.3541343388692,14.055620458868955,2787.906440304487,15.153168288662902
2,2306.9084654061426,15.272771473598395,2050.998433117989,16.424058350131045
3,1751.250016676206,16.56193666929909,1568.415428644164,17.58310798579811
4,1419.7153238565206,17.575118847617524,1277.3359844501201,18.50523677728115
5,1203.5202176489347,18.39969619958219,1076.536785314837,19.283683268229165
6,1059.218624184197,19.058537851845863,940.848063046708,19.909948564187076
7,960.7108053731365,19.571618734673443,843.5592628413796,20.425666906894783
8,886.7872586439868,19.998714123867046,768.6307441907052,20.87475846771501
9,827.157118433399,20.368511407382663,707.7825227655916,21.275898856790658
10,777.2022040208196,20.70378710638133,657.4272284613716,21.635217898116153
11,734.4564421944851,21.007746353936028,614.0418154463808,21.97796149620643
12,697.0952566250282,21.28887512223671,576.4804182525374,22.29226735432943
13,664.325055821724,21.547441795676626,543.9069534171341,22.589355690458902
14,635.6846736856148,21.785930719202593,515.8071306277544,22.863163972512268
15,610.2655960828778,22.00849953862547,490.93622608673877,23.112785906669423
16,587.0949562354875,22.220671436956124,468.0813740004841,23.355422530215012
17,565.8001572234645,22.422849821550376,446.2220053126669,23.60929116469163
18,546.0145878591846,22.620079511549992,426.5823181674012,23.843587663438583
19,527.5972623442167,22.80830390410557,408.51729798928284,24.06522065839197
20,510.35566759681495,22.992188503499474,390.4631563626803,24.318738102709126
21,494.28822835084765,23.167993944511668,374.3617715428018,24.53842556945279
22,479.2986796335504,23.33609254189782,360.22666412092684,24.710943199222925
23,475.9753509639476,23.374221939604265,353.5495021200588,24.82607068118886
24,457.9032669891814,23.581776260537836,336.9814717610677,25.062253345587315
25,442.85161322749406,23.75773717627436,322.8407271425948,25.283781133146366
26,429.6174474545817,23.913522571334166,310.5435961079394,25.45228038037944
27,417.7037260725487,24.053282869432966,299.3573066646217,25.639440569103275
28,406.8898982220768,24.183611983738604,289.2591558994391,25.80160737322946
29,396.9941644442617,24.305736915956725,280.0471190884582,25.950951639811198
30,387.84794735145056,24.420908248990617,271.48877772143766,26.095434808323525
31,379.36007753963855,24.52930656112409,263.74791345840845,26.22883534879766
32,371.50921776685414,24.63384231888079,256.6426940917969,26.35505316970695
33,364.18745159906666,24.734210094422785,249.9921124841413,26.487176953829252
34,357.47885130020677,24.827419065821687,243.8173580854367,26.614639269184863
35,351.38881702334226,24.913588345836715,238.18565047826522,26.73670422154614
36,345.6164360027478,24.99989297404875,233.06335960453393,26.842345731686322
37,340.2122792145347,25.07964147944227,228.02822860326523,26.953570608807425
38,335.09387393095597,25.15647400729044,223.50465940817807,27.04693772079598
39,330.324123963074,25.229944089766807,219.20019810342382,27.148594391651642
40,325.8236734059919,25.300458682875124,215.34183234842413,27.23541578635191
41,321.6857861174433,25.364177000632523,211.46925487029247,27.327291152823683
42,317.74840268448673,25.42754025561871,208.03363057976094,27.409640708336465
43,314.0570929413734,25.487664237560832,204.8373809814453,27.487980700761845
44,310.5579608680118,25.545313836751305,201.85179607684796,27.556727577274682
45,307.1869161194943,25.600901441554242,198.7431928324903,27.640417659792124
46,304.01479410546096,25.654054670654368,195.96193427713507,27.713234149900256
47,300.98294690320193,25.705623754722765,193.25897219405215,27.786004266983422
48,298.0868699244067,25.754786666207547,190.84815149551784,27.842257507845886
49,295.3845871151693,25.800439977735692,188.33057809161326,27.91739111680251
