epoch,loss,psnr,val_loss,val_psnr
0,21007.075450260712,5.985711282232748,14792.535438891466,8.795421005843522
1,8478.909402993919,9.892634517451999,5456.660951632073,12.687040192740303
2,4041.321782483022,12.973725289976667,3359.9387293091954,14.669452136434296
3,2818.3461183983527,14.595088651116056,2478.209812822501,15.94707793517104
4,2224.200881884005,15.672317880015047,1979.962530981853,16.89611851616118
5,1839.376734516985,16.53533795472577,1626.9296449225997,17.730380594398625
6,1555.5102365989949,17.304755872081472,1361.2006960499043,18.49690478896387
7,1337.8728684238476,18.01193247755643,1157.266551964358,19.203893314708363
8,1167.3926889090676,18.668137836033143,995.4894539403119,19.87108226698272
9,1029.590146400232,19.28856488886097,863.7109130406424,20.51950556272036
10,916.8693984262642,19.87973459058964,758.0156517241129,21.129601890832905
11,825.5293700340522,20.43171908766625,672.4698198704198,21.706776670268383
12,750.2977562718268,20.943912356916613,602.292600840496,22.247805837797543
13,687.2577912312225,21.423651531992185,541.998413312413,22.7749906019731
14,633.4552672010939,21.87537774182537,491.42476063800876,23.27659495465167
15,587.4622404440775,22.294415181370272,448.54719852029945,23.741279205718598
16,547.6313824030209,22.679994965741145,411.9898617095098,24.166659356932914
17,512.814693719779,23.0351756358341,380.29697623456343,24.58135510729505
18,482.0317118007718,23.36698857107567,352.17719117343313,24.96791498116969
19,454.4463506707859,23.677498016302312,327.9415813722062,25.32447135514806
20,429.46782787851646,23.97275940172075,306.26410682126186,25.667086953356005
21,406.71708715570907,24.258072405429267,286.67796770141825,25.998068103542575
22,386.3212905079203,24.52559422083701,269.4261237376254,26.306608044371313
23,368.17977294984854,24.773987505854425,254.3990831817457,26.586153440882413
24,352.04384062502015,25.002336003539018,240.95194687427528,26.852410088222413
25,337.66152688635475,25.21385893006404,228.96164642503842,27.101062438483584
26,324.8146767904116,25.41021479975758,218.48653529349417,27.32305568843693
27,313.2615981739183,25.59261080114333,208.99036635361708,27.537975629760517
28,302.87640243402734,25.76205105162075,200.5673597119956,27.730831616884704
29,293.536305478822,25.919531025393017,192.84698656184776,27.915781672235322
30,284.99023161642003,26.06761461135318,185.7904037164182,28.089645488363914
31,277.067218327446,26.20888426999856,178.98715385479477,28.270815567979124
32,269.74188037179914,26.343898191994256,172.88937145792266,28.443045051730408
33,262.93387854818883,26.474319627269995,167.1811994223515,28.609878511729622
34,256.53912845399407,26.601573374701683,161.86105825109252,28.7709490682287
35,250.4518413077246,26.72673617677784,156.89800297837974,28.908519274228578
36,244.6569988505413,26.8487238810658,152.1629473061641,29.061835322618926
37,239.12208577125463,26.969614260780492,147.76538162372992,29.205762958703545
38,233.97231864043525,27.085582320823743,143.63864515088707,29.34268345593964
39,229.13685956668982,27.198421141518466,139.69126348548565,29.49052416813838
40,224.5932850533134,27.30748037858443,136.06638272485398,29.62248993981526
41,220.41123052007976,27.410352275093793,132.87525342612187,29.73572996065214
42,216.54456360442708,27.506929629039202,129.6680816480534,29.87757210740353
43,212.98764164520853,27.597725438476285,126.85839243589837,29.996509053048044
44,209.70929985294376,27.680964044490818,124.27117537744412,30.102568585708987
45,206.67436954355404,27.76106424757773,121.90645173308137,30.200241722290944
46,203.8477634669654,27.835474408112027,119.6733799299194,30.29740065325169
47,201.2132342697457,27.90875840809505,117.65509973076588,30.385757810773125
48,198.74807414116967,27.976617635975508,115.67389439740296,30.478242491968047
49,196.42922325712917,28.04149970795739,113.84450770220641,30.571608368231324
